ID;Edad;Ingresos_Anuales;Historial_Crediticio;Monto_del_Prestamo;Plazo_del_Prestamo;Tasa_de_Interes;Deuda_Existente;Numero_de_Dependientes;Estado_Laboral;Proposito_del_Prestamo;Estado_Civil;Nivel_de_Educacion;Score_de_Riesgo_Interno;Resultado_del_Riesgo;Periodo
200;18;$65,445.00;Bueno;$29,830.00;30;9.7%;$2,844.00;5;Empleado;Educación;Casado;Maestría;786;1;2022-01
201;49;$45,767.00;Malo;$30,486.00;19;13.4%;$13,984.00;3;Desempleado;Emergencia;Divorciado;Maestría;738;1;2022-05
202;53;$26,952.00;Regular;$21,520.00;20;14.4%;$23,589.00;2;Autónomo;Vivienda;Casado;Preparatoria;658;1;2022-05
203;53;$39,242.00;Bueno;$44,742.00;24;10.4%;$9,164.00;3;Empleado;Otros;Soltero;Universidad;714;1;2022-11
204;30;$36,139.00;Bueno;$1,636.00;17;9.3%;$6,204.00;3;Desempleado;Otros;Soltero;Universidad;686;1;2022-10
205;28;$20,551.00;Bueno;$21,013.00;34;9.8%;$4,222.00;5;Autónomo;Auto;Soltero;Universidad;616;1;2022-05
206;30;$20,893.00;Malo;$7,650.00;22;12.1%;$23,823.00;2;Desempleado;Educación;Divorciado;Preparatoria;590;1;2022-07
207;50;$28,292.00;Regular;$44,976.00;25;10.5%;$11,802.00;4;Autónomo;Vivienda;Divorciado;Maestría;785;1;2022-05
208;45;$35,923.00;Regular;$37,652.00;33;13.3%;$14,080.00;2;Desempleado;Emergencia;Divorciado;Doctorado;742;1;2022-07
209;40;$37,790.00;Bueno;$49,727.00;12;9.3%;$41,936.00;3;Desempleado;Educación;Divorciado;Maestría;624;1;2022-05
210;37;$20,798.00;Malo;$24,102.00;9;14.4%;$24,422.00;1;Desempleado;Emergencia;Casado;Doctorado;515;1;2022-12
211;23;$99,129.00;Bueno;$27,220.00;22;11.3%;$16,945.00;3;Desempleado;Vivienda;Casado;Doctorado;722;1;2022-03
212;47;$48,253.00;Regular;$17,839.00;21;5.4%;$14,746.00;3;Autónomo;Emergencia;Divorciado;Maestría;581;1;2022-03
213;37;$47,492.00;Malo;$43,966.00;32;8.6%;$27,189.00;0;Desempleado;Otros;Casado;Maestría;810;1;2022-12
214;37;$61,590.00;Malo;$44,239.00;22;6.6%;$48,405.00;4;Desempleado;Educación;Divorciado;Doctorado;703;1;2022-08
215;23;$30,715.00;Regular;$23,448.00;16;5.3%;$23,755.00;1;Empleado;Otros;Divorciado;Preparatoria;661;1;2022-06
216;26;$50,531.00;Regular;$37,886.00;7;7.5%;$17,356.00;3;Empleado;Auto;Soltero;Universidad;635;1;2022-08
217;60;$27,196.00;Regular;$32,989.00;11;10.9%;$43,853.00;2;Empleado;Educación;Soltero;Universidad;569;1;2022-08
218;33;$61,236.00;Regular;$22,146.00;17;14.5%;$20,936.00;5;Autónomo;Auto;Divorciado;Maestría;823;1;2022-12
219;48;$53,478.00;Malo;$19,551.00;34;6.0%;$37,655.00;4;Desempleado;Emergencia;Divorciado;Universidad;543;1;2022-03
220;45;$52,123.00;Regular;$11,712.00;27;6.3%;$36,872.00;1;Autónomo;Auto;Casado;Universidad;768;1;2022-05
221;40;$76,732.00;Regular;$39,387.00;16;5.8%;$8,228.00;5;Autónomo;Auto;Casado;Maestría;661;1;2022-06
222;58;$90,070.00;Bueno;$4,273.00;33;10.6%;$43,648.00;2;Desempleado;Educación;Divorciado;Doctorado;620;1;2022-09
223;31;$91,274.00;Bueno;$38,587.00;30;9.1%;$28,671.00;0;Autónomo;Educación;Soltero;Maestría;572;1;2022-11
224;53;$67,558.00;Malo;$49,087.00;34;14.0%;$4,207.00;4;Autónomo;Educación;Casado;Doctorado;719;1;2022-02
225;35;$75,937.00;Malo;$28,140.00;31;9.2%;$39,253.00;0;Autónomo;Emergencia;Soltero;Universidad;581;1;2022-07
226;33;$83,830.00;Malo;$45,506.00;26;14.6%;$32,460.00;0;Desempleado;Vivienda;Soltero;Universidad;575;1;2022-02
227;62;$61,793.00;Bueno;$34,456.00;26;13.2%;$47,590.00;3;Autónomo;Vivienda;Casado;Universidad;556;1;2022-05
228;62;$95,150.00;Regular;$40,075.00;12;5.0%;$27,284.00;2;Desempleado;Educación;Soltero;Universidad;750;1;2022-08
229;31;$32,316.00;Bueno;$10,589.00;10;10.5%;$48,688.00;3;Empleado;Vivienda;Divorciado;Universidad;816;1;2022-11
230;43;$21,980.00;Regular;$28,696.00;33;12.6%;$44,236.00;4;Autónomo;Auto;Soltero;Maestría;736;1;2022-08
231;34;$31,128.00;Malo;$43,697.00;26;7.8%;$49,530.00;3;Empleado;Emergencia;Soltero;Maestría;551;1;2022-11
232;49;$38,078.00;Malo;$27,468.00;8;10.8%;$30,120.00;0;Desempleado;Educación;Casado;Doctorado;574;1;2022-09
233;34;$94,244.00;Bueno;$49,327.00;18;10.2%;$19,170.00;0;Desempleado;Vivienda;Casado;Maestría;519;1;2022-10
234;52;$45,579.00;Bueno;$1,549.00;28;6.9%;$45,464.00;3;Autónomo;Otros;Soltero;Preparatoria;824;1;2022-07
235;30;$49,311.00;Bueno;$34,741.00;13;14.9%;$21,022.00;2;Autónomo;Emergencia;Soltero;Preparatoria;578;1;2022-12
236;20;$63,824.00;Bueno;$37,087.00;6;6.2%;$17,856.00;3;Empleado;Vivienda;Divorciado;Doctorado;677;1;2022-08
237;32;$66,726.00;Bueno;$35,733.00;25;7.3%;$13,402.00;3;Desempleado;Educación;Soltero;Doctorado;728;1;2022-12
238;62;$81,794.00;Regular;$29,320.00;6;10.0%;$37,582.00;2;Empleado;Otros;Divorciado;Doctorado;627;1;2022-10
239;27;$59,851.00;Malo;$47,325.00;13;5.8%;$8,937.00;1;Empleado;Auto;Soltero;Preparatoria;701;1;2022-09
240;30;$80,902.00;Bueno;$26,935.00;7;6.1%;$5,167.00;0;Desempleado;Emergencia;Casado;Preparatoria;635;1;2022-09
241;62;$41,858.00;Regular;$19,764.00;26;10.5%;$35,610.00;5;Autónomo;Emergencia;Soltero;Preparatoria;736;1;2022-12
242;27;$33,733.00;Bueno;$41,965.00;17;6.9%;$29,125.00;4;Autónomo;Vivienda;Casado;Doctorado;818;1;2022-10
243;40;$73,635.00;Malo;$43,658.00;27;11.3%;$11,136.00;2;Empleado;Emergencia;Casado;Universidad;830;1;2022-09
244;21;$85,661.00;Bueno;$7,762.00;23;11.3%;$46,386.00;4;Empleado;Educación;Divorciado;Universidad;590;1;2022-12
245;30;$84,740.00;Bueno;$48,767.00;32;14.6%;$43,814.00;4;Desempleado;Vivienda;Divorciado;Universidad;501;1;2022-07
246;38;$74,284.00;Bueno;$25,584.00;23;9.6%;$35,724.00;2;Desempleado;Otros;Divorciado;Universidad;502;1;2022-03
247;63;$85,824.00;Bueno;$18,105.00;27;11.7%;$4,236.00;1;Desempleado;Emergencia;Divorciado;Preparatoria;703;1;2022-06
248;25;$92,714.00;Regular;$3,909.00;20;13.7%;$9,092.00;4;Empleado;Educación;Casado;Preparatoria;834;1;2022-04
249;30;$90,167.00;Malo;$20,058.00;27;10.5%;$46,348.00;5;Empleado;Emergencia;Soltero;Preparatoria;608;1;2022-09
250;39;$32,246.00;Bueno;$13,672.00;17;6.5%;$23,503.00;4;Autónomo;Auto;Soltero;Maestría;727;1;2022-10
251;62;$35,680.00;Bueno;$45,122.00;14;13.1%;$20,642.00;0;Autónomo;Otros;Divorciado;Universidad;847;1;2022-08
252;51;$94,008.00;Regular;$21,456.00;33;14.0%;$611.00;1;Desempleado;Vivienda;Soltero;Maestría;572;1;2022-11
253;64;$77,393.00;Regular;$16,051.00;21;13.1%;$5,676.00;2;Autónomo;Vivienda;Soltero;Preparatoria;643;1;2022-02
254;56;$96,868.00;Regular;$27,951.00;26;9.2%;$21,966.00;3;Empleado;Vivienda;Casado;Doctorado;783;1;2022-11
255;51;$57,686.00;Malo;$47,650.00;27;9.1%;$6,998.00;1;Desempleado;Auto;Divorciado;Doctorado;800;1;2022-10
256;63;$42,488.00;Regular;$1,283.00;18;8.7%;$22,918.00;1;Desempleado;Vivienda;Divorciado;Preparatoria;654;1;2022-03
257;59;$95,536.00;Malo;$40,327.00;24;10.1%;$33,051.00;2;Desempleado;Vivienda;Divorciado;Universidad;788;1;2022-02
258;41;$60,010.00;Malo;$3,550.00;15;5.2%;$8,585.00;3;Autónomo;Educación;Divorciado;Universidad;828;1;2022-09
259;55;$81,271.00;Malo;$16,132.00;17;14.9%;$1,538.00;5;Autónomo;Otros;Divorciado;Maestría;782;1;2022-02
260;57;$87,713.00;Malo;$12,499.00;28;10.6%;$21,386.00;5;Autónomo;Educación;Casado;Maestría;740;1;2022-10
261;59;$23,818.00;Malo;$38,535.00;26;8.7%;$25,445.00;0;Empleado;Educación;Soltero;Maestría;787;1;2022-03
262;38;$88,300.00;Bueno;$28,275.00;23;5.4%;$33,211.00;2;Autónomo;Emergencia;Soltero;Universidad;655;1;2022-05
263;18;$82,351.00;Malo;$3,900.00;26;12.6%;$34,519.00;4;Empleado;Vivienda;Divorciado;Maestría;763;1;2022-07
264;55;$28,206.00;Regular;$45,134.00;15;11.0%;$27,201.00;5;Desempleado;Auto;Divorciado;Universidad;749;1;2022-02
265;44;$46,655.00;Bueno;$6,009.00;12;14.0%;$49,219.00;4;Empleado;Otros;Casado;Preparatoria;751;1;2022-03
266;42;$30,748.00;Malo;$23,803.00;20;9.0%;$35,183.00;3;Empleado;Auto;Soltero;Maestría;624;1;2022-08
267;31;$48,624.00;Malo;$37,327.00;21;13.2%;$5,231.00;4;Desempleado;Vivienda;Divorciado;Universidad;540;1;2022-08
268;35;$31,873.00;Bueno;$34,918.00;25;11.7%;$32,760.00;0;Desempleado;Vivienda;Divorciado;Preparatoria;723;1;2022-09
269;48;$91,193.00;Bueno;$32,793.00;9;5.1%;$46,814.00;3;Empleado;Auto;Soltero;Universidad;569;1;2022-07
270;26;$91,604.00;Malo;$40,260.00;19;13.0%;$43,539.00;5;Empleado;Vivienda;Casado;Maestría;571;1;2022-06
271;33;$99,963.00;Malo;$1,030.00;20;7.9%;$10,669.00;3;Desempleado;Emergencia;Soltero;Preparatoria;786;1;2022-02
272;59;$72,569.00;Bueno;$25,250.00;20;14.4%;$11,377.00;5;Empleado;Emergencia;Soltero;Universidad;807;1;2022-04
273;45;$32,199.00;Bueno;$6,637.00;13;10.5%;$1,467.00;5;Autónomo;Auto;Casado;Universidad;716;1;2022-06
274;50;$39,859.00;Malo;$34,511.00;7;10.2%;$21,814.00;5;Desempleado;Vivienda;Divorciado;Universidad;594;1;2022-12
275;39;$89,649.00;Regular;$22,589.00;11;10.6%;$47,478.00;1;Autónomo;Otros;Divorciado;Maestría;683;1;2022-07
276;28;$34,193.00;Regular;$10,529.00;36;9.8%;$27,351.00;1;Autónomo;Otros;Casado;Preparatoria;802;1;2022-11
277;63;$30,331.00;Bueno;$30,810.00;7;12.2%;$10,536.00;2;Autónomo;Otros;Casado;Doctorado;674;1;2022-12
278;20;$66,575.00;Malo;$26,242.00;17;12.9%;$23,798.00;0;Empleado;Emergencia;Casado;Universidad;570;1;2022-02
279;37;$51,133.00;Malo;$19,007.00;21;6.1%;$44,078.00;1;Empleado;Educación;Divorciado;Doctorado;827;1;2022-03
280;22;$64,533.00;Bueno;$21,090.00;12;7.1%;$9,081.00;4;Autónomo;Vivienda;Divorciado;Doctorado;678;1;2022-11
281;39;$28,926.00;Bueno;$26,677.00;24;6.7%;$17,888.00;0;Autónomo;Educación;Divorciado;Doctorado;600;1;2022-02
282;55;$97,185.00;Regular;$21,544.00;14;6.6%;$32,943.00;2;Desempleado;Emergencia;Divorciado;Preparatoria;765;1;2022-04
283;50;$31,532.00;Bueno;$35,860.00;8;5.4%;$8,265.00;3;Autónomo;Vivienda;Soltero;Preparatoria;616;1;2022-05
284;34;$32,551.00;Malo;$43,371.00;19;11.8%;$43,440.00;1;Desempleado;Otros;Soltero;Maestría;776;1;2022-10
285;50;$81,312.00;Regular;$8,623.00;29;14.9%;$10,726.00;5;Empleado;Auto;Soltero;Maestría;680;1;2022-10
286;48;$93,726.00;Bueno;$18,373.00;33;6.6%;$1,040.00;4;Desempleado;Vivienda;Soltero;Doctorado;622;1;2022-06
287;19;$39,729.00;Malo;$11,616.00;21;11.3%;$23,670.00;3;Desempleado;Otros;Casado;Universidad;680;1;2022-06
288;34;$88,354.00;Regular;$6,870.00;33;6.3%;$42,167.00;0;Desempleado;Vivienda;Soltero;Doctorado;575;1;2022-07
289;33;$85,517.00;Regular;$44,254.00;33;6.3%;$34,784.00;4;Empleado;Emergencia;Casado;Universidad;731;1;2022-07
290;53;$78,339.00;Malo;$4,319.00;14;13.0%;$4,711.00;5;Desempleado;Educación;Soltero;Doctorado;716;1;2022-06
291;22;$73,130.00;Regular;$25,837.00;9;5.4%;$1,109.00;3;Desempleado;Vivienda;Casado;Maestría;699;1;2022-03
292;37;$59,963.00;Bueno;$4,599.00;30;8.3%;$14,839.00;4;Autónomo;Auto;Casado;Maestría;651;1;2022-01
293;28;$99,176.00;Bueno;$21,709.00;24;13.3%;$2,861.00;4;Desempleado;Otros;Divorciado;Preparatoria;517;1;2022-06
294;48;$70,501.00;Regular;$38,901.00;7;6.3%;$7,411.00;1;Empleado;Emergencia;Casado;Maestría;808;1;2022-12
295;18;$55,800.00;Regular;$49,314.00;19;5.4%;$24,583.00;2;Empleado;Auto;Divorciado;Universidad;689;1;2022-04
296;34;$99,723.00;Regular;$34,542.00;28;7.3%;$37,362.00;3;Autónomo;Emergencia;Divorciado;Doctorado;689;1;2022-02
297;53;$83,738.00;Regular;$20,420.00;12;8.8%;$2,265.00;0;Empleado;Vivienda;Divorciado;Maestría;654;1;2022-01
298;20;$23,879.00;Malo;$39,250.00;33;8.1%;$48,582.00;4;Autónomo;Emergencia;Divorciado;Preparatoria;813;1;2022-07
299;46;$20,154.00;Regular;$25,310.00;30;7.4%;$17,646.00;0;Desempleado;Educación;Soltero;Preparatoria;590;1;2022-07
300;22;$91,387.00;Regular;$15,932.00;14;10.9%;$41,831.00;1;Autónomo;Otros;Casado;Universidad;726;1;2022-12
301;26;$77,600.00;Bueno;$24,484.00;27;5.2%;$2,108.00;1;Empleado;Educación;Casado;Universidad;710;1;2022-06
302;49;$66,693.00;Regular;$41,118.00;20;9.6%;$19,710.00;0;Desempleado;Emergencia;Casado;Preparatoria;688;1;2022-10
303;23;$78,526.00;Malo;$5,869.00;29;10.4%;$11,453.00;1;Autónomo;Educación;Divorciado;Preparatoria;842;1;2022-03
304;48;$72,352.00;Regular;$48,746.00;18;13.7%;$4,670.00;4;Autónomo;Educación;Casado;Maestría;521;1;2022-05
305;18;$38,740.00;Bueno;$31,690.00;21;13.2%;$15,061.00;3;Desempleado;Vivienda;Casado;Doctorado;798;1;2022-04
306;43;$20,872.00;Malo;$11,654.00;13;14.7%;$29,900.00;2;Autónomo;Auto;Soltero;Doctorado;524;1;2022-04
307;65;$28,926.00;Malo;$49,236.00;32;14.8%;$14,507.00;4;Desempleado;Otros;Soltero;Maestría;707;1;2022-02
308;53;$22,974.00;Bueno;$3,337.00;32;8.9%;$36,632.00;4;Autónomo;Otros;Soltero;Universidad;749;1;2022-08
309;32;$32,282.00;Bueno;$15,488.00;18;12.7%;$33,389.00;4;Desempleado;Educación;Casado;Doctorado;832;1;2022-04
310;62;$66,403.00;Regular;$17,111.00;32;9.7%;$20,886.00;1;Desempleado;Vivienda;Soltero;Preparatoria;756;1;2022-03
311;25;$77,233.00;Regular;$15,020.00;18;5.1%;$16,310.00;4;Desempleado;Educación;Soltero;Preparatoria;668;1;2022-07
312;22;$63,285.00;Bueno;$24,608.00;16;6.3%;$26,592.00;3;Autónomo;Auto;Divorciado;Preparatoria;655;1;2022-08
313;51;$29,716.00;Bueno;$33,595.00;11;5.5%;$38,357.00;5;Empleado;Vivienda;Casado;Maestría;709;1;2022-01
314;44;$44,546.00;Malo;$6,907.00;24;8.9%;$34,043.00;0;Empleado;Educación;Soltero;Doctorado;594;1;2022-08
315;36;$56,935.00;Regular;$44,294.00;20;8.3%;$14,779.00;1;Autónomo;Emergencia;Divorciado;Doctorado;532;1;2022-05
316;60;$62,448.00;Malo;$19,325.00;26;13.6%;$2,999.00;4;Desempleado;Vivienda;Divorciado;Preparatoria;681;1;2022-02
317;33;$59,972.00;Regular;$15,490.00;23;6.6%;$37,111.00;3;Empleado;Emergencia;Divorciado;Doctorado;772;1;2022-05
318;35;$58,005.00;Bueno;$43,857.00;11;13.2%;$16,512.00;3;Autónomo;Emergencia;Soltero;Preparatoria;602;1;2022-05
319;50;$62,312.00;Regular;$39,273.00;29;12.2%;$4,230.00;3;Desempleado;Emergencia;Divorciado;Maestría;526;1;2022-07
320;45;$79,553.00;Malo;$22,360.00;10;9.5%;$19,055.00;0;Empleado;Otros;Soltero;Doctorado;570;1;2022-04
321;55;$98,901.00;Malo;$2,119.00;18;6.2%;$997.00;5;Empleado;Auto;Divorciado;Universidad;575;1;2022-06
322;50;$48,955.00;Regular;$18,299.00;17;12.8%;$36,143.00;0;Empleado;Otros;Casado;Maestría;826;1;2022-03
323;42;$33,962.00;Bueno;$35,666.00;20;6.9%;$22,219.00;1;Autónomo;Otros;Divorciado;Maestría;743;1;2022-08
324;26;$60,571.00;Malo;$20,761.00;17;9.7%;$46,925.00;5;Empleado;Emergencia;Divorciado;Universidad;732;1;2022-06
325;30;$32,526.00;Malo;$44,676.00;33;14.5%;$25,981.00;0;Desempleado;Vivienda;Divorciado;Maestría;817;1;2023-01
326;54;$59,109.00;Malo;$43,704.00;15;11.3%;$4,896.00;5;Desempleado;Emergencia;Casado;Universidad;755;1;2022-04
327;33;$88,714.00;Regular;$25,450.00;11;9.8%;$44,189.00;0;Autónomo;Vivienda;Casado;Universidad;792;1;2022-11
328;25;$73,796.00;Malo;$27,997.00;9;5.5%;$15,287.00;3;Autónomo;Vivienda;Casado;Doctorado;836;1;2022-09
329;43;$82,993.00;Regular;$31,423.00;28;7.2%;$22,754.00;4;Autónomo;Auto;Divorciado;Doctorado;581;1;2022-03
330;27;$91,353.00;Bueno;$43,558.00;21;12.7%;$40,972.00;1;Empleado;Emergencia;Casado;Universidad;830;1;2022-05
331;46;$66,575.00;Malo;$20,647.00;17;13.1%;$23,400.00;5;Autónomo;Otros;Divorciado;Preparatoria;738;1;2022-04
332;44;$78,402.00;Malo;$22,775.00;33;13.3%;$18,009.00;4;Autónomo;Vivienda;Casado;Universidad;685;1;2022-06
333;52;$59,885.00;Bueno;$30,243.00;14;5.1%;$34,038.00;4;Empleado;Auto;Soltero;Maestría;846;1;2022-06
334;63;$75,496.00;Bueno;$39,745.00;20;9.5%;$24,643.00;5;Autónomo;Otros;Soltero;Preparatoria;825;1;2022-11
335;20;$50,205.00;Regular;$1,545.00;6;8.1%;$22,207.00;1;Autónomo;Otros;Divorciado;Preparatoria;579;1;2022-05
336;42;$76,526.00;Malo;$26,526.00;9;8.5%;$35,019.00;1;Empleado;Auto;Casado;Maestría;519;1;2022-05
337;41;$57,723.00;Malo;$24,550.00;19;13.5%;$19,220.00;2;Empleado;Vivienda;Casado;Preparatoria;682;1;2022-05
338;19;$31,426.00;Malo;$31,699.00;25;8.4%;$10,694.00;5;Autónomo;Emergencia;Divorciado;Doctorado;680;1;2022-05
339;61;$69,599.00;Regular;$39,702.00;23;12.5%;$17,350.00;3;Desempleado;Vivienda;Divorciado;Doctorado;676;1;2022-08
340;40;$31,364.00;Bueno;$26,844.00;19;7.2%;$26,021.00;2;Desempleado;Vivienda;Casado;Doctorado;790;1;2022-07
341;54;$75,469.00;Bueno;$46,191.00;9;11.4%;$49,227.00;4;Desempleado;Vivienda;Divorciado;Preparatoria;650;1;2022-11
342;34;$54,588.00;Malo;$20,269.00;7;14.2%;$20,137.00;1;Desempleado;Vivienda;Soltero;Universidad;830;1;2022-03
343;58;$67,174.00;Bueno;$1,392.00;25;7.2%;$34,428.00;2;Desempleado;Auto;Divorciado;Universidad;590;1;2022-09
344;63;$37,264.00;Regular;$44,791.00;13;10.9%;$21,681.00;3;Desempleado;Emergencia;Divorciado;Universidad;520;1;2022-02
345;43;$95,952.00;Malo;$11,110.00;12;10.4%;$13,258.00;4;Autónomo;Emergencia;Divorciado;Universidad;563;1;2022-09
346;30;$20,701.00;Bueno;$23,256.00;6;6.6%;$46,038.00;1;Autónomo;Auto;Divorciado;Doctorado;568;1;2022-01
347;36;$47,877.00;Malo;$19,500.00;36;11.0%;$23,431.00;0;Desempleado;Educación;Casado;Doctorado;575;1;2022-10
348;56;$28,157.00;Regular;$33,139.00;14;9.7%;$680.00;5;Empleado;Emergencia;Divorciado;Universidad;636;1;2022-06
349;30;$32,865.00;Malo;$7,385.00;31;14.5%;$43,699.00;5;Desempleado;Otros;Soltero;Universidad;731;1;2022-08
350;23;$40,654.00;Malo;$30,164.00;14;10.4%;$25,321.00;2;Autónomo;Otros;Soltero;Maestría;549;1;2022-11
351;58;$41,554.00;Regular;$27,061.00;29;10.0%;$44,546.00;2;Empleado;Vivienda;Divorciado;Maestría;744;1;2022-01
352;65;$66,085.00;Regular;$1,633.00;24;11.9%;$29,948.00;0;Desempleado;Otros;Soltero;Maestría;687;1;2022-04
353;36;$99,226.00;Malo;$35,421.00;20;6.1%;$3,274.00;4;Autónomo;Auto;Casado;Universidad;693;1;2022-08
354;47;$61,045.00;Bueno;$1,759.00;20;7.8%;$396.00;2;Empleado;Educación;Soltero;Universidad;751;1;2022-05
355;18;$33,130.00;Bueno;$17,427.00;24;5.4%;$15,525.00;0;Desempleado;Emergencia;Divorciado;Maestría;603;1;2022-02
356;25;$99,596.00;Regular;$40,696.00;9;14.4%;$581.00;4;Desempleado;Educación;Divorciado;Doctorado;714;1;2022-04
357;50;$65,113.00;Malo;$28,222.00;28;14.5%;$21,446.00;3;Autónomo;Otros;Casado;Preparatoria;559;1;2022-06
358;41;$83,535.00;Regular;$12,077.00;15;12.5%;$6,829.00;3;Empleado;Otros;Soltero;Universidad;590;1;2022-12
359;25;$21,276.00;Bueno;$23,929.00;23;8.6%;$8,202.00;5;Autónomo;Educación;Divorciado;Doctorado;658;1;2022-09
360;56;$71,225.00;Bueno;$47,634.00;23;14.8%;$21,990.00;5;Autónomo;Educación;Soltero;Doctorado;503;1;2022-07
361;18;$91,844.00;Bueno;$34,125.00;26;12.2%;$39,271.00;1;Autónomo;Educación;Soltero;Maestría;696;1;2022-04
362;26;$73,139.00;Malo;$15,619.00;12;9.5%;$26,279.00;3;Desempleado;Otros;Soltero;Preparatoria;612;1;2022-05
363;25;$78,702.00;Malo;$45,360.00;19;9.2%;$17,524.00;3;Desempleado;Emergencia;Soltero;Maestría;620;1;2022-10
364;34;$30,350.00;Regular;$49,396.00;14;8.9%;$48,606.00;5;Empleado;Auto;Casado;Doctorado;648;1;2022-07
365;41;$81,272.00;Malo;$18,486.00;9;5.5%;$23,533.00;2;Empleado;Vivienda;Casado;Doctorado;634;1;2022-08
366;46;$68,877.00;Malo;$13,123.00;33;5.3%;$13,034.00;3;Autónomo;Educación;Soltero;Maestría;595;1;2022-07
367;34;$80,209.00;Malo;$29,266.00;13;14.9%;$41,574.00;2;Autónomo;Emergencia;Soltero;Universidad;707;1;2022-08
368;20;$77,301.00;Malo;$20,941.00;20;14.3%;$36,981.00;3;Empleado;Emergencia;Casado;Maestría;815;1;2022-09
369;35;$80,971.00;Regular;$28,846.00;10;6.1%;$12,463.00;2;Desempleado;Educación;Casado;Maestría;656;1;2022-07
370;44;$56,400.00;Malo;$46,069.00;18;10.1%;$19,855.00;2;Desempleado;Vivienda;Soltero;Universidad;678;1;2022-12
371;36;$73,818.00;Bueno;$41,474.00;10;9.7%;$16,774.00;1;Autónomo;Otros;Casado;Preparatoria;814;1;2022-12
372;62;$75,988.00;Malo;$1,173.00;10;12.3%;$12,632.00;4;Desempleado;Vivienda;Soltero;Preparatoria;805;1;2022-11
373;64;$22,185.00;Regular;$18,714.00;35;8.8%;$47,499.00;1;Desempleado;Vivienda;Divorciado;Doctorado;778;1;2022-09
374;60;$65,388.00;Bueno;$13,065.00;35;7.2%;$1,433.00;5;Desempleado;Educación;Soltero;Doctorado;848;1;2022-04
375;49;$92,591.00;Malo;$12,535.00;15;12.6%;$27,074.00;1;Empleado;Emergencia;Soltero;Doctorado;775;1;2022-12
376;61;$59,098.00;Bueno;$25,658.00;25;13.4%;$46,417.00;0;Desempleado;Auto;Casado;Universidad;582;1;2022-09
377;65;$87,808.00;Malo;$47,550.00;8;9.6%;$31,186.00;2;Empleado;Otros;Divorciado;Maestría;547;1;2022-10
378;63;$81,664.00;Regular;$20,804.00;33;7.8%;$3,384.00;2;Empleado;Vivienda;Soltero;Maestría;561;1;2022-01
379;23;$66,123.00;Regular;$6,064.00;31;8.9%;$29,299.00;1;Autónomo;Otros;Divorciado;Universidad;748;1;2022-06
380;36;$31,163.00;Malo;$17,634.00;8;8.6%;$39,882.00;2;Empleado;Vivienda;Divorciado;Preparatoria;838;1;2022-01
381;53;$25,981.00;Bueno;$6,228.00;18;10.5%;$29,840.00;1;Autónomo;Otros;Casado;Doctorado;581;1;2022-04
382;20;$84,600.00;Regular;$16,832.00;35;8.5%;$10,710.00;5;Desempleado;Emergencia;Casado;Maestría;847;1;2022-09
383;29;$24,782.00;Regular;$33,801.00;14;14.1%;$5,777.00;5;Desempleado;Emergencia;Soltero;Preparatoria;659;1;2022-09
384;29;$75,974.00;Malo;$49,822.00;17;6.0%;$17,608.00;4;Empleado;Educación;Soltero;Universidad;610;1;2022-07
385;55;$53,362.00;Malo;$5,880.00;12;12.4%;$40,333.00;0;Autónomo;Emergencia;Divorciado;Maestría;589;1;2022-04
386;38;$58,993.00;Regular;$44,165.00;29;7.4%;$35,579.00;3;Autónomo;Auto;Soltero;Universidad;750;1;2022-06
387;26;$75,738.00;Regular;$47,595.00;30;15.0%;$19,069.00;5;Desempleado;Otros;Divorciado;Doctorado;538;1;2022-12
388;65;$94,273.00;Bueno;$30,134.00;11;7.7%;$28,084.00;0;Empleado;Educación;Casado;Universidad;817;1;2022-11
389;24;$25,531.00;Bueno;$21,638.00;24;6.3%;$42,855.00;3;Desempleado;Vivienda;Divorciado;Universidad;787;1;2022-04
390;52;$83,347.00;Regular;$40,642.00;19;7.5%;$18,708.00;4;Autónomo;Emergencia;Soltero;Doctorado;779;1;2022-08
391;23;$63,421.00;Bueno;$49,925.00;20;13.3%;$26,190.00;4;Empleado;Auto;Casado;Doctorado;812;1;2022-11
392;56;$71,328.00;Bueno;$17,399.00;26;11.0%;$46,623.00;3;Autónomo;Otros;Divorciado;Maestría;583;1;2022-03
393;54;$63,031.00;Bueno;$47,081.00;10;13.3%;$2,907.00;4;Desempleado;Auto;Divorciado;Maestría;612;1;2022-09
394;31;$87,563.00;Bueno;$14,680.00;30;14.6%;$46,361.00;2;Empleado;Otros;Casado;Maestría;794;1;2022-02
395;63;$84,944.00;Bueno;$29,018.00;25;13.6%;$1,622.00;5;Autónomo;Auto;Divorciado;Universidad;837;1;2022-11
396;26;$81,406.00;Malo;$31,290.00;16;13.4%;$29,420.00;3;Autónomo;Auto;Casado;Doctorado;556;1;2022-11
397;22;$71,851.00;Bueno;$18,962.00;25;13.2%;$877.00;0;Desempleado;Emergencia;Soltero;Preparatoria;846;1;2022-07
398;38;$72,608.00;Bueno;$25,522.00;18;10.9%;$6,309.00;2;Desempleado;Emergencia;Divorciado;Maestría;647;1;2022-05
399;40;$96,481.00;Malo;$15,463.00;31;13.4%;$23,892.00;0;Empleado;Educación;Soltero;Doctorado;601;1;2022-02
400;28;$35,538.00;Malo;$42,279.00;28;10.2%;$8,734.00;4;Autónomo;Emergencia;Divorciado;Maestría;603;1;2022-09
